display_title,summary_short,critics_pick,classif,pos,p_neg
Man Up,The recently divorced Jack Simon Pegg mistakes Nancy Lake Bell for a blind date in this romantic comedy directed by Ben Palmer,0,pos,0.8298469969702297,0.17015300302976885
Manchester By the Sea,The film written and directed by Kenneth Lonergan and starring Casey Affleck finds a man quietly dealing with tragedies,0,pos,0.9639303378590539,0.03606966214094673
Mandariinid,Set in the former Soviet Republic of Georgia during the 1992 war in the Abkhazia region the film has the economy of a short story unfolding in a mood of slightly sentimental masculine stoicism,0,pos,0.9986796294364796,0.0013203705635233172
Manhattan Night,Starring Adrien Brody as a tabloid columnist this film deploys conventions evoking Chinatown and older classics but ends up feeling prosaic,0,pos,0.9816150584810721,0.01838494151892944
Manny,The documentary 8220Manny8221 is the story of Manny Pacquiao a tiny Filipino boxer who emerged as a champion a congressman and a natural showman,0,pos,0.9998878402812004,0.00011215971880014463
Manolo: The Boy Who Made Shoes for Lizards,A new documentary about the famed designer could use more of the shoes for which hes renowned,0,pos,0.9591260426138716,0.04087395738612992
Manos Sucias,In this Josef Kubota Wladyka film two Colombian brothers with a cargo of cocaine reconnect during a trip along the Pacific Coast,0,neg,0.01996499039692854,0.98003500960307
Mao's Last Dancer,Chi Cao plays the dancer Li Cunxin who defected from China and moved to Houston in this adaptation of his memoir directed by Bruce Beresford,0,pos,0.7772119052092996,0.22278809479070114
Maps to the Stars,The film imagines Los Angeles as an inferno of narcissism greed and sexual perversity,0,pos,0.6926275199743125,0.3073724800256869
Marauders,In this film robberies vex Mr Williss character and an FBI agent played by Christopher Meloni,0,pos,0.6174285896528172,0.3825714103471818
Marguerite & Julien,Valrie Donzellis film transposes the factually based centuriesold story of incestuous French lovers to a notquitemodern setting,0,pos,0.5938120990380544,0.4061879009619444
Marie Curie,This biopic starring Karolina Gruszka highlights about six years in the life of the Nobel Prizewinning scientist,0,pos,0.617037492230922,0.3829625077690797
Marinoni: The Fire in the Frame,This documentary follows Giuseppe Marinoni 75 as he travels from his adopted home in Canada to Italy to compete for a speed record in his age group,0,pos,0.97594652373377,0.02405347626623363
Marius,Daniel Auteuil has brought Marius the first part of a trilogy by Marcel Pagnol back to the screen in a remake with two more films to follow,0,pos,0.9829630788189473,0.017036921181053356
Mark Felt: The Man Who Brought Down the White House,Peter Landesmans accidentally timely Watergate procedural has men in suits fighting for the independence of the FBI,0,pos,0.8589939316856227,0.14100606831437562
Marmaduke,Can Marmaduke make new friends in California,0,pos,0.6973103936875902,0.3026896063124102
Mars,Geoff Marslett offers a lowkey animated space odyssey in Mars,0,neg,0.31762713013811644,0.6823728698618845
Mars at Sunrise,Jessica Habies Mars at Sunrise distills the IsraeliPalestinian conflict to a single duel,0,pos,0.5232722444693761,0.4767277555306224
Mars Needs Moms,Mars once again looks to Earth to supplement its female population because it seems the women who run Mars think Earth mothers are skilled at child rearing,0,pos,0.5710754700515996,0.4289245299484014
Marshall,Reginald Hudlins movie about the crusading lawyer and Supreme Court Justice Thurgood Marshall smartly keeps the focus tight,0,pos,0.8844038750230143,0.11559612497698554
Martyrs,This film features women caught up in revenge torture and the supernatural,0,pos,0.6437276782769642,0.3562723217230362
Master,The bloat of this routine South Korean crime thriller directed by Cho Uiseok magnifies its generic qualities,0,neg,0.17604791786359028,0.8239520821364084
Masterminds,This comedy from Jared Hess stars Zach Galifianakis as a reallife felon who tried to steal millions of dollars in 1997,0,neg,0.010822068546220849,0.9891779314537781
Match,In 8220Match8221 Patrick Stewart plays a dance professor at Juilliard who becomes involved in a confrontation with a woman interviewing him for her dissertation and her husband,0,pos,0.8675636144668908,0.1324363855331102
Matt Shepard is a Friend of Mine,8220Matt Shepard Is a Friend of Mine8221 seeks to return a human symbol of hate crimes against gay people to a state of ordinary but beloved individuality,0,pos,0.9982831710483224,0.001716828951681125
Maurizio Cattelan: Be Right Back,The documentary explores the artworks and pranks of an Italian trickster,0,pos,0.9954569679828725,0.00454303201712607
Max,Boaz Yakin8217s film a blend of detective story and animal tale depicts the healing of a slain marine8217s military dog under the care of the man8217s brother,0,pos,0.5903851305891482,0.40961486941085173
Max Manus,Max Manus is a solidly acted biopic of World War II derringdo,0,pos,0.7519989534429081,0.24800104655709113
Max Rose,Mr Lewis for all his outsize comic credentials can be a formidable dramatic actor but this film provides no space for the storys darker corners,0,pos,0.9392110211282251,0.060788978871777144
Maya Angelou: And Still I Rise,Photographs and film footage as well as interviews with her son and artists who worked with her add another dimension this documentary of a storied life,0,pos,0.9425938037424876,0.05740619625751105
Maya Dardel,A character who wants to play with power in a movie that reeks of scholarly pretension,0,neg,0.22538820288089698,0.7746117971191037
Mayhem,Mayhem featuring the Walking Dead actor Steven Yeun embraces its pulpy title with fightingandfornicating glee,0,pos,0.8425544392804113,0.15744556071958946
Maze Runner: The Scorch Trials,In the second installment in this film series the heroes find themselves in a desolate landscape where humans have been ravaged by a deadly virus,0,pos,0.9665830893355529,0.03341691066444581
McCanick,Cory Monteith plays a street hustler in McCanick the story of a cranky police detective David Morse with something to hide,0,pos,0.719679508789783,0.28032049121021474
McCullin,This documentary takes a plainspoken approach to covering the career of Don McCullin a longtime correspondent for The Sunday Times of London who has photographed strife around the world,0,pos,0.9945802809523003,0.005419719047699931
"McFarland, USA",In 8220McFarland USA8221 Mr Costner leads a team of Hispanic high schoolers to a championship while getting closer to them and their families,0,pos,0.7076202268963235,0.29237977310367386
Me and Earl and the Dying Girl,Adapted from the youngadult novel the movie centers on a teenage auteur his filmmaking colleague and 8220the dying girl8221 who balks at sentimentality,0,pos,0.7893471456451606,0.21065285435483766
Me Before You,This floppy British romance directed by Thea Sharrock and adapted by Jojo Moyes from her bestselling novel stars Emilia Clarke and Sam Claflin,0,neg,0.4650091892739803,0.5349908107260214
Mean Dreams,Nathan Morlandos film may focus on two young lovers but Bill Paxton shines as a corrupt sheriff in one of his final film roles,0,pos,0.9910856588918082,0.008914341108192619
Mechanic: Resurrection,The latest foray for the Mechanic takes him around the world after his nemesis arranges a triple assassination he cant refuse,0,neg,0.47736408817937265,0.5226359118206233
Meet Me in Montenegro,The directors Linnea Saasen and Alex Holdridge both wrote and starred in this film which is a semiautobiographical love story of their own lives,0,pos,0.847700800713838,0.1522991992861624
Meet the Patels,In this documentary the wisecracking son of Indianborn parents agrees to look for a spouse with a similar background,0,neg,0.33755698623551056,0.6624430137644901
Memories of the Sword,Park Heungsik8217s martialarts spectacle is set during the Goreyo era in Korea8217s history,0,pos,0.969532979257678,0.030467020742320498
Men & Chicken,Two brothers trek to a remote island to find their biological father and slapstick violence ensues,0,pos,0.6405740964404396,0.35942590355956117
Men in Black 3,Men in Black 3 returns to the summer of 1969 in a swirl of nostalgia as nave as Forrest Gump and as knowing as Mad Men but not as sour as either,0,pos,0.9749543619235841,0.025045638076414935
Men on the Bridge,Koprudekiler Men on the Bridge follows workingclass people as they navigate their lives in Istanbul,0,pos,0.8855327329987434,0.11446726700125541
"Men, Women & Children",8220Men Women  Children8221 is Jason Reitman8217s multistory film about middleclass families with teenagers Internet connections and digital issues,0,pos,0.8883704427567284,0.11162955724327298
Mental,In Mental a hitchhiker helps a man raise his troubled daughters after their mother is committed,0,pos,0.9307662906027419,0.06923370939725788
Mere Brother Ki Dulhan,The romantic comedy 8220My Brother8217s Bride8221 centers on a heroine who is a far cry from her demure sisters of yore,0,neg,0.2408850538006844,0.7591149461993159
Metallica Through the Never,Metallica Through the Never a 3D concert film shows the rockers in robust middleage form,0,pos,0.8419042406032539,0.15809575939674622
Mi America,This crime drama was written and directed by Robert Fontaine who plays a detective in an economically distressed town with decades of wounds,0,pos,0.9943611897994142,0.005638810200584227
Micmacs,In JeanPierre Jeunets Micmacs a band of misfits takes a fight to two arms companies,0,pos,0.5290739574462302,0.47092604255377024
Middle Men,George Gallos Middle Men follows three men who are brokers in a booming global business Internet pornography,0,pos,0.9589507241835649,0.04104927581643389
Middle School,This movie adapted from a book from James Pattersons library follows a protagonist struggling with life in a new school and a nasty administrator,0,pos,0.8175035236433692,0.1824964763566325
Midnight Special,Jeff Nicholss film keeps you guessing as you follow two apparent outlaws fleeing federal agents with a young boy who has special talents,0,pos,0.5703885122335983,0.42961148776640223
Midsummer in Newtown,This documentary explores the value of a Shakespeare production intended to help residents heal after the horrific school shooting,0,pos,0.9407218930312097,0.0592781069687902
Mifune: The Last Samurai,The documentary narrated by Keanu Reeves interviews directors actors and others to gain insights into Toshiro Mifunes swordfighting bravado and stoicism,0,pos,0.8343296142599185,0.16567038574008264
Mike and Dave Need Wedding Dates,This aggressively stupid movie has nothing going for it other than some wasted talent,0,neg,0.022906857250519334,0.9770931427494806
Miles,A boy in pursuit of a college sports scholarship crosses a boundary in a reallife story starring Tim Boardman and Molly Shannon,0,neg,0.11288352586721334,0.8871164741327847
Million Dollar Arm,Million Dollar Arm centers on a selfcentered sports agent who recruits potential major league pitchers in India,0,neg,0.32854014228710826,0.6714598577128948
Minions,Those lookalike yellow guys become miserable when they have no one to help albeit incompetently in the first movie that8217s all about them,0,neg,0.1660429215119221,0.8339570784880794
