"display_title","summary_short","critics_pick"
"Naked Opera","In Naked Opera a man of mysterious means spends his cash on performances of Don Giovanni across Europe and on a steady succession of what appear to be male escorts",0
"Nakom","Kelly Daniela Norris and T W Pittmans movie tells the story of a young medical student in Ghana who returns home to a village to pay off a debt",0
"Nanny McPhee Returns","Emma Thompson is back warts snaggletooth and all in Nanny McPhee Returns",0
"Naples '44","Taken from a British intelligence officers memoir and narrated by Benedict Cumberbatch this film paints a portrait of the occupied city",0
"Natasha","When a morose Russian teenager comes to town a 16yearold in the Toronto suburbs meets his match",0
"National Bird","Sonia Kennebecks elegantly unsettling documentary explores the United States reliance on aerial combat drones and the emotional and collateral damage",0
"Natural Selection","Rachael Harris stars in Natural Selection Robbie Pickerings debut feature about a woman who sets out to find her husbands son",0
"Nature Calls","Patton Oswalt stars in the comedy Nature Calls about a camping trip gone haywire",0
"Naz & Maalik","The Islamic taboo against homosexuality weighs on two 18yearold Muslim best friends who are closeted in Brooklyn",0
"Ne change rien","Pedro Costas unusual documentary Ne Change Rien about the French singer and actress Jeanne Balibar focuses on work  the performers mix of inspiration and hard labor",0
"Need for Speed","Aaron Paul stars in Need for Speed a B movie based on a video game series that might be best seen at a drivein",0
"Neighbors","In Neighbors a young married couple start to feel old living next to a house full of hardpartying fraternity brothers and turf war breaks out",0
"Neighbors 2: Sorority Rising","Nicholas Stollers sequel to the 2014 original stars a returning Seth Rogen and Rose Byrne as a couple taking on new raucous collegians next door",0
"Neruda","Pablo Larrans biopic about the Chilean poet pits the state versus the sensual",0
"Nerve","Tired of playing it safe a highschool senior joins a realitystyle online game that soon escalates into dangerous stunts",0
"Nesting","Nesting centers on a young couple in their 30s who are worried that the spark and sense of adventure have gone out of their marriage",0
"Never Here","This film which features Sam Shepard in his final alltoobrief screen role plays more like an experimental art project",0
"Never Let Me Go","The limits of beauty or more rightly the uses of visual beauty are revealed in the adaptation of Kazuo Ishiguros highly regarded dystopian novel Never Let Me Go",0
"New Year's Eve","New Years Eve Garry Marshalls latest film brings stars together in Times Square",0
"Newlyweeds","In Newlyweeds a man and a woman in Brooklyn love the pot they smoke as much as they love each other",0
"Night at the Museum: Secret of the Tomb","Night at the Museum Secret of the Tomb the final installment in this Ben Stiller franchise features Ben Kingsley as a pharaoh and Robin Williamss last turn as Teddy Roosevelt",0
"Night Catches Us","Tanya Hamiltons Night Catches Us is an exploration of Black Panther militancy police brutality and the ebbing of the revolutionary intensity of the 60s",0
"Night Train to Lisbon","In Night Train to Lisbon a stuffy academic undergoes a late midlife crisis impulsively abandoning his comfortable post as a teacher of classical studies in Switzerland",0
"Nightcrawler","In 8220Nightcrawler8221 Jake Gyllenhaal plays a freelance videographer who tries to corner the market on grisly images of crime and accident scenes",0
"Nightlight","In this foundfootage horror film a group of friends playing a variation on hideandseek encounter a malevolent spirit",0
"Nine Lives","Kevin Spacey Jennifer Garner and Christopher Walken star in a film about a distracted father who must turn into a cat to learn his lesson",0
"No Dress Code Required","Cristina Herrera Borquezs documentary follows Victor Aguirre and Fernando Urias in their bureaucratic battle to be legally married",0
"No Escape","An American businessman and his family are trapped in the middle of a gruesome uprising in a Southeast Asian country",0
"No Good Deed","No Good Deed stars Idris Elba as an escaped convict with a violent history against women invading the house of a stayathome mother",0
"No One Killed Jessica","No One Killed Jessica a film by Raj Kumar Gupta revisits a notorious murder case in India",0
"No One Lives","In No One Lives a gang of hillbillies attacks a stranger who proves not to be an easy mark",0
"No Strings Attached","Natalie Portman and Ashton Kutcher star in a brisk romantic comedy distinguished by a dose of semicynical sexual candor",0
"Noah","Russell Crowe stars in Noah Darren Aronofskys adaptation of the Old Testament story which brings blockbuster spectacle and narrative liberties to the story",0
"Noble","The film follows Christina Noble who emerged from a traumatic childhood in Dublin to build a foundation that helps thousands of children in Vietnam and Mongolia",0
"Nobody Else but You","In the sardonic neonoir Nobody Else but You an amateur gumshoe discovers a dead woman who had a lot in common with Marilyn Monroe Obsession and detective work follow",0
"Nobody Speak: Trials of the Free Press","Brian Knappenbergers timely documentary serves as an impassioned defense of the news media though it lacks depth",0
"Nocturama","Bertrand Bonellos Nocturama chronicles a dramatic attack in Paris with remarkably little resonance with current events",0
"Nocturnal Animals","This thriller directed by Tom Ford toggles between the life of a wealthy woman Amy Adams and the events in a novel she is reading by her exhusband",0
"Noma My Perfect Storm","This documentary from Pierre Deschamps offers a closer look at Mr Redzepi and his new Nordic cuisine",0
"Non ma fille, tu n'iras pas danser","Chiara Mastroianni portrays a conflicted mother of two under constant criticism in Christophe Honors unsentimental family portrait Making Plans for Lna",0
"Non-Stop","Liam Neeson stars as an unsettled air marshal trying to prevent murders in the air in NonStop",0
"Nora's Will","Noras Will is about secrets and lies and a narrative imperative that every unhappy life must end not only with death but with closure too",0
"Norm of the North","In this animated film the voluble title character heads to New York to fight a proposal for condo construction in his habitat",0
"Norman Lear: Just Another Version of You","The documentary Norman Lear Just Another Version of You is a portrait of the 1970s TV hitmaker who broke ground with issueoriented humor",0
"North Sea Texas","In North Sea Texas a sensitive teenage boy trapped in a tiny Belgian coastal town grows infatuated with the boy next door",0
"Northern Borders","College students helped make 8220Northern Borders8221 a comingofage film set in Vermont",0
"Northern Limit Line","The writer and director Kim Haksoon seeks to dramatize a real 2002 clash near a disputed maritime border",0
"Notfilm","This documentary about the making of the 1965 short movie Film features interviews and anecdotes about the two men",0
"Now & Later","Now  Later starring Shari Solanis combines graphic sex and politics though its hard to pay attention to one of the two guess which",0
"Now You See Me","Now You See Me directed by Louis Leterrier follows the exploits of a criminal group of magicians as they are pursued by a dogged FBI agent",0
"Now You See Me 2","The sleightofhand the Four Horsemen must pull off in this cartoonish movie directed by Jon M Chu would protect everyones computers",0
"NOW: In the Wings on a World Stage","NOW follows Kevin Spacey and his fellow actors in a production of Richard III that is staged around the world from Beijing to Brooklyn",0
"Nowhere Boy","Sam TaylorWoods Nowhere Boy delves into a tumultuous period in his life when he sought maternal love and artistic freedom",0
"Nuit #1","In the debut feature Nuit 1 a couple meet have sex and embark on a rocky relationship",0
"Nuremberg","",0
"Oblivion","In Oblivion Tom Cruise is a repairman on a postapocalyptic Earth who finds himself confronting a strangerthanusual work order",0
"Occupy the Farm","8220Occupy the Farm8221 directed by Todd Darling looks at a 2012 grassroots standoff over plans to sell a section of farmland owned by the University of California",0
